TITLE     = "Tecplot Export"
VARIABLES = "CoordinateX"
"CoordinateY"
"CoordinateZ"
"Pressure Coefficient"
ZONE T="wing Step 1 Incr 0"
 STRANDID=1, SOLUTIONTIME=0
 Nodes=1579, Elements=919, ZONETYPE=FETriangle
 DATAPACKING=POINT
 AUXDATA Time="0.000000e+00"
 DT=(SINGLE SINGLE SINGLE SINGLE )
 1.985938847E-01 3.109494448E+00 7.161145657E-02 -5.418400168E-01
 1.986816674E-01 3.098635197E+00 7.161787152E-02 -5.470131636E-01
 1.984920800E-01 3.119221210E+00 7.160401344E-02 -5.370233655E-01
 1.987108737E-01 3.088818550E+00 7.162000239E-02 -5.527881384E-01
 2.190969586E-01 3.106666565E+00 7.292661816E-02 -5.205386281E-01
 1.982822567E-01 3.129961729E+00 7.158864290E-02 -5.312417150E-01
 2.186523676E-01 3.127063036E+00 7.290184498E-02 -5.115833879E-01
 1.991616935E-01 3.077772856E+00 7.165279984E-02 -5.568729639E-01
 2.195499390E-01 3.085938215E+00 7.295168936E-02 -5.308316350E-01
 1.980618984E-01 3.139466763E+00 7.157246023E-02 -5.246508718E-01
 1.992051154E-01 3.067849636E+00 7.165595144E-02 -5.618206859E-01
 1.973521113E-01 3.150121212E+00 7.152002305E-02 -5.200743675E-01
 2.167511284E-01 3.146511793E+00 7.279407978E-02 -5.014359355E-01
 1.992957443E-01 3.056670666E+00 7.166251540E-02 -5.652822852E-01
 2.200290561E-01 3.065039873E+00 7.297802716E-02 -5.393943787E-01
 1.963413954E-01 3.159214973E+00 7.144454867E-02 -5.145742893E-01
 2.617860436E-01 3.157632351E+00 7.459431142E-02 -4.419491887E-01
 2.116805911E-01 3.164080858E+00 7.249204814E-02 -4.936090112E-01
 2.322849780E-01 3.169424534E+00 7.358925790E-02 -4.693645537E-01
 1.994320154E-01 3.046685219E+00 7.167237997E-02 -5.695760250E-01
 2.210721970E-01 3.043614388E+00 7.303473353E-02 -5.478539467E-01
 1.962312609E-01 3.169982195E+00 7.143626362E-02 -5.090982318E-01
 2.473903596E-01 3.181050777E+00 7.418306917E-02 -4.421999753E-01
 2.122163177E-01 3.188174725E+00 7.252497226E-02 -4.799057245E-01
 1.998260468E-01 3.035427094E+00 7.170079648E-02 -5.739291906E-01
 2.212401479E-01 3.022525311E+00 7.304377854E-02 -5.530819893E-01
 2.678169012E-01 3.186392784E+00 7.472399622E-02 -4.224347174E-01
 1.997742355E-01 3.025429249E+00 7.169706374E-02 -5.769292712E-01
 2.217337340E-01 3.001103401E+00 7.307023555E-02 -5.601123571E-01
 2.002166510E-01 3.014099598E+00 7.172882557E-02 -5.798619390E-01
 3.541632295E-01 3.102756977E+00 7.424602658E-02 -3.697354198E-01
 2.226040810E-01 2.979276896E+00 7.311639935E-02 -5.668538809E-01
 2.002705187E-01 3.003923893E+00 7.173267752E-02 -5.835137963E-01
 3.647576571E-01 3.129140139E+00 7.393012941E-02 -3.489841521E-01
 3.692213595E-01 3.076102257E+00 7.378222793E-02 -3.669134974E-01
 3.778434098E-01 3.106587172E+00 7.347235084E-02 -3.491243124E-01
 2.230776101E-01 2.957363129E+00 7.314126194E-02 -5.733100772E-01
 2.006635070E-01 2.982133389E+00 7.176072150E-02 -5.912483931E-01
 2.004642040E-01 2.992523193E+00 7.174652070E-02 -5.874496102E-01
 3.828971386E-01 3.131587505E+00 7.327622920E-02 -3.349556923E-01
 2.237630486E-01 2.935134888E+00 7.317693532E-02 -5.775150657E-01
 2.009178847E-01 2.970602512E+00 7.177880406E-02 -5.933076739E-01
 2.010697424E-01 2.960197449E+00 7.178957015E-02 -5.967338681E-01
 4.001791477E-01 3.075510502E+00 7.252769172E-02 -3.389639258E-01
 3.900114596E-01 3.048045874E+00 7.298246026E-02 -3.546950519E-01
 2.248156667E-01 2.912476301E+00 7.323097438E-02 -5.823339820E-01
 2.013218254E-01 2.948531866E+00 7.180739194E-02 -6.002139449E-01
 2.015081644E-01 2.937972546E+00 7.182053477E-02 -6.023856997E-01
 4.125177264E-01 3.049347878E+00 7.192279398E-02 -3.364316523E-01
 2.254093438E-01 2.889705420E+00 7.326106727E-02 -5.867255926E-01
 2.020407021E-01 2.915366173E+00 7.185791433E-02 -6.084020734E-01
 2.017847002E-01 2.926147461E+00 7.183997333E-02 -6.052147746E-01
 4.165244401E-01 3.181721687E+00 7.171428204E-02 -2.820733786E-01
 2.262320220E-01 2.866571903E+00 7.330229878E-02 -5.915521979E-01
 2.025384754E-01 2.892581701E+00 7.189262658E-02 -6.119738221E-01
 2.023458630E-01 2.903393745E+00 7.187921554E-02 -6.104760170E-01
 4.007438421E-01 3.208286524E+00 7.250124961E-02 -2.810446620E-01
 2.271200716E-01 2.843075514E+00 7.334620506E-02 -5.956776142E-01
 2.028361410E-01 2.880449533E+00 7.191327959E-02 -6.155768037E-01
 2.030647993E-01 2.869458675E+00 7.192908973E-02 -6.189383268E-01
 4.216412306E-01 3.212548018E+00 7.143967599E-02 -2.650111020E-01
 2.277088761E-01 2.820394993E+00 7.337497175E-02 -5.997460485E-01
 2.033881694E-01 2.857139111E+00 7.195137441E-02 -6.194843054E-01
 2.036345899E-01 2.845980406E+00 7.196829468E-02 -6.215015650E-01
 4.543908238E-01 3.015645504E+00 6.947266310E-02 -3.048204780E-01
 2.528881431E-01 2.795984983E+00 7.435742766E-02 -5.712411404E-01
 2.256120592E-01 2.801391602E+00 7.327127457E-02 -6.020640135E-01
